player,points,rebounds,assists,class
Eddie House,7.5,1.7,1.6,4
Zydrunas Ilgauskas,13.0,7.3,1.1,1
Darnell Jackson,2.2,1.5,0.2,4
Pooh Jeter,4.1,1.1,2.6,4
Nenad Krstic,10.0,5.4,0.8,4
Acie Law,3.9,1.0,1.6,4
Gani Lawal,0.0,0.0,0.0,4
Sean Marks,2.8,2.2,0.2,4
DJ Mbenga,1.8,1.5,0.2,4
Antonio McDyess,12.0,7.5,1.3,1
Pops Mensah-Bons,3.0,3.0,0.2,4
Shaquille O'Neal,23.7,10.9,2.5,0
Fabricio Oberto,3.2,3.5,0.9,4
Morris Peterson,10.7,3.5,1.5,1
James Posey,8.6,4.7,1.6,4
Leon Powe,6.2,3.8,0.3,4
Theo Ratliff,7.2,5.7,0.6,4
Andy Rautins,1.6,0.2,0.6,4
Quinton Ross,4.1,2.1,0.9,4
Garret Siler,2.1,1.3,0.1,4
Joe Smith,10.9,6.4,1.0,1
Darius Songaila,6.9,3.4,1.2,4
Peja Stojakovic,17.0,4.7,1.8,1
Pape Sy,2.3,1.0,0.7,4
Jermaine Taylor,5.4,1.7,0.7,4
Etan Thomas,5.7,4.7,0.4,4
Al Thornton,11.9,4.2,1.2,1
Ime Udoka,5.2,2.9,1.0,4
Willie Warren,1.9,0.6,1.4,4
Kyle Weaver,5.0,2.2,1.6,4
Mario West,1.0,0.9,0.3,4
Jason Williams,10.5,2.3,5.9,3
Jawad Williams,3.8,1.5,0.6,4
Antoine Wright,5.4,2.3,1.0,4
Julian Wright,3.9,2.3,0.8,4
Yao Ming,19.0,9.2,1.6,1
Joe Alexander,4.2,1.8,0.7,4
Rafer Alston,10.1,2.8,4.8,1
Antonio Anderson,2.0,1.0,0.0,4
Chucky Atkins,9.9,1.7,3.4,4
Jonathan Bender,5.5,2.2,0.6,4
Josh Boone,5.2,4.9,0.5,4
Ryan Bowen,2.6,2.1,0.5,4
Primoz Brezec,7.2,3.9,0.5,4
Devin Brown,7.2,2.8,1.5,4
Mardy Collins,3.9,1.8,1.7,4
Javaris Crittenton,5.3,2.4,1.8,4
JamesOn Curry,0.0,0.0,0.0,4
Paul Davis,2.6,1.9,0.4,4
Ricky Davis,13.5,3.5,3.3,1
Yakhouba Diawara,3.5,1.4,0.7,4
Travis Diener,4.8,1.4,2.4,4
Michael Finley,15.7,4.4,2.9,1
Adonal Foyle,4.1,4.7,0.5,4
Devean George,5.6,3.1,0.9,4
J.R. Giddens,1.9,1.4,0.3,4
Trey Gilder,1.0,0.5,0.0,4
Taylor Griffin,1.3,0.3,0.1,4
Malik Hairston,2.4,1.2,0.5,4
Marcus Haislip,3.5,1.5,0.2,4
Jason Hart,4.8,1.7,2.3,4
Trenton Hassell,5.8,2.8,1.8,4
Jarvis Hayes,8.3,3.1,1.1,4
Chris Hunter,4.5,2.8,0.6,4
Lindsey Hunter,8.5,2.2,2.7,4
Othello Hunter,1.4,1.6,0.0,4
Steven Hunter,4.5,3.2,0.2,4
Allen Iverson,26.7,3.7,6.2,0
Cedric Jackson,1.7,0.7,1.2,4
Nathan Jawai,2.8,2.4,0.5,4
Alexander Johnson,4.3,2.7,0.3,4
Anthony Johnson,5.6,1.7,2.9,4
Coby Karl,2.4,1.3,1.0,4
Rob Kurz,3.9,2.0,0.5,4
Oliver Lafayette,7.0,4.0,2.0,4
Marcus Landry,2.4,1.1,0.0,4
Desmond Mason,12.1,4.5,1.6,1
Sean May,6.9,4.0,1.0,4
Randolph Morris,1.9,1.4,0.1,4
Adam Morrison,7.5,2.1,1.4,4
Flip Murray,9.9,2.1,2.3,4
Rasho Nesterovic,6.8,5.1,1.0,4
Patrick O'Bryant,2.1,1.4,0.3,4
Kevin Ollie,3.8,1.5,2.3,4
Oleksiy Pecherov,3.9,2.4,0.2,4
Chris Richard,1.9,2.8,0.4,4
Kareem Rush,6.4,1.7,1.0,4
Kenny Thomas,9.3,6.9,1.5,4
Tim Thomas,11.5,4.1,1.5,1
Alando Tucker,4.1,1.0,0.3,4
Roko Ukic,4.0,0.9,1.9,4
Mike Wilks,2.5,1.0,1.2,4
Marcus Williams,5.6,1.8,2.8,4
Alex Acker,2.7,1.0,0.5,4
Hassan Adams,2.5,1.2,0.2,4
Brent Barry,9.3,3.0,3.2,4
Maceo Baston,2.7,1.7,0.2,4
Mark Blount,8.2,4.6,0.8,4
Calvin Booth,3.3,2.8,0.4,4
Bruce Bowen,6.1,2.8,1.2,4
Andre Brown,2.6,2.4,0.1,4
Dee Brown,2.1,1.0,1.8,4
Greg Buckner,5.0,2.8,1.3,4
Speedy Claxton,9.3,2.5,4.3,4
Joe Crawford,4.5,2.0,0.5,4
Austin Croshere,6.8,4.0,1.0,4
Jermareo Davidson,3.1,1.8,0.3,4
Juan Dixon,8.4,1.9,1.8,4
Quincy Douby,4.1,1.1,0.7,4
Desmon Farmer,2.4,0.6,1.0,4
Thomas Gardner,2.3,0.6,0.2,4
Eddie Gill,3.1,1.1,1.2,4
Matt Harpring,11.5,5.1,1.4,1
Walter Herrmann,5.4,2.1,0.4,4
Steven Hill,2.0,3.0,0.0,4
Bobby Jackson,9.7,3.1,2.6,4
Jerome James,4.3,3.1,0.3,4
Marko Jaric,7.1,2.7,3.6,4
Dontell Jefferson,4.8,2.0,1.5,4
Linton Johnson,3.9,3.3,0.4,4
Damon Jones,6.6,1.6,2.7,4
Fred Jones,7.5,2.2,2.3,4
Tarence Kinsey,4.7,1.3,0.5,4
Brevin Knight,7.3,2.4,6.1,3
Raef LaFrentz,10.1,6.1,1.1,1
Tyronn Lue,8.5,1.7,3.1,4
Mark Madsen,2.2,2.6,0.4,4
Stephon Marbury,19.3,3.0,7.6,3
Donyell Marshall,11.2,6.7,1.4,1
Rashad McCants,10.0,2.0,1.3,4
Chris Mihm,7.5,5.3,0.5,4
Darius Miles,10.1,4.9,1.9,1
Cuttino Mobley,16.0,3.9,2.7,1
Dikembe Mutombo,9.8,10.3,1.0,2
DeMarcus Nelson,4.1,1.8,1.0,4
Demetris Nichols,1.2,0.4,0.1,4
Gabe Pruitt,2.0,0.8,0.8,4
Jeremy Richardson,1.9,0.6,0.1,4
Anthony Roberson,4.1,0.8,0.5,4
Malik Rose,6.2,4.1,0.8,4
Michael Ruffin,1.7,3.9,0.6,4
Cheikh Samb,1.0,1.4,0.0,4
Mouhamed Sene,2.2,1.6,0.0,4
Walter Sharpe,1.0,0.4,0.0,4
Cedric Simmons,2.2,1.9,0.2,4
Courtney Sims,1.2,1.2,0.2,4
Sean Singletary,2.4,0.9,0.8,4
Will Solomon,5.1,1.1,2.0,4
Salim Stoudamire,8.0,1.4,1.0,4
Sun Sun,0.6,0.0,0.2,4
Robert Swift,4.3,3.9,0.2,4
Stromile Swift,8.4,4.6,0.5,4
Wally Szczerbiak,14.1,4.0,2.4,1
Mike Taylor,5.7,1.7,2.1,4
Jacque Vaughn,4.5,1.3,2.5,4
Jake Voskuhl,4.0,3.4,0.5,4
Marcus Williams,1.1,0.9,0.2,4
Lorenzen Wright,8.0,6.4,0.8,4
Shareef Abdur-Rahim,18.1,7.5,2.5,1
Lance Allred,1.0,0.3,0.0,4
Derek Anderson,12.0,3.2,3.4,1
Darrell Armstrong,9.2,2.7,4.0,4
James Augustine,1.6,1.2,0.1,4
Andre Barrett,3.3,1.1,2.0,4
P.J. Brown,9.1,7.7,1.5,4
Sam Cassell,15.7,3.2,6.0,3
Guillermo Diaz,0.8,0.3,0.2,4
Dan Dicka,5.8,1.4,2.5,4
Kaniel Dickens,1.2,0.6,0.1,4
Michael Doleac,4.9,3.3,0.6,4
Nick Fazekas,4.1,3.4,0.4,4
Richie Frahm,3.6,1.2,0.6,4
Steve Francis,18.1,5.6,6.0,3
Jorge Garbajosa,8.0,4.7,1.7,4
Pat Garrity,7.3,2.6,0.8,4
Gordan Giricek,9.6,2.5,1.5,4
Taurean Green,1.6,0.6,0.6,4
Adrian Griffin,4.0,3.2,1.4,4
Anfernee Hardaway,15.2,4.5,5.0,1
Othella Harrington,7.4,4.4,0.6,4
David Harrison,5.0,2.9,0.2,4
Robert Horry,7.0,4.8,2.1,4
Troy Hudson,9.0,1.7,3.4,4
Luke Jackson,3.5,1.2,0.8,4
Casey Jacobsen,5.2,1.8,1.1,4
DerMarr Johnson,6.2,2.2,0.9,4
Bobby Jones,3.2,1.6,0.5,4
Eddie Jones,14.8,4.0,2.9,1
Viktor Khryapa,4.5,3.4,1.0,4
Keith Langford,1.0,1.0,0.0,4
Stephane Lasme,5.2,3.3,0.2,4
Darrick Martin,6.9,1.1,2.9,4
Jelani McCoy,4.6,3.5,0.5,4
Jeff McInnis,9.4,2.0,4.4,4
Alonzo Mourning,17.1,8.5,1.1,1
Bostjan Nachbar,7.1,2.6,0.9,4
Juan Carlos Navarro,10.9,2.6,2.2,1
Ira Newble,5.1,2.9,0.9,4
Bo Outlaw,5.4,4.9,1.6,4
Andre Owens,3.6,1.3,1.0,4
Smush Parker,9.0,2.4,2.9,4
Ruben Patterson,10.7,4.2,1.8,1
Kosta Perovic,1.4,1.9,0.1,4
Eric Piatkowski,7.5,2.2,1.0,4
Scot Pollard,4.4,4.6,0.4,4
Kasib Powell,7.6,4.0,1.6,4
Eric Snow,6.8,2.5,5.0,4
Kirk Snyder,6.3,2.3,1.1,4
Awvee Storey,2.4,1.4,0.4,4
Damon Stoudamire,13.4,3.5,6.1,3
DJ Strawberry,2.2,0.8,0.9,4
Billy Thomas,2.7,1.0,0.5,4
Marcus Vinicius,1.9,0.7,0.3,4
Antoine Walker,17.5,7.7,3.5,1
Darius Washington,2.9,1.1,0.8,4
Chris Webber,20.7,9.8,4.2,0
Bonzi Wells,12.1,4.6,2.1,1
Aaron Williams,5.8,3.9,0.7,4
Justin Williams,3.4,3.3,0.0,4
Loren Woods,2.6,3.2,0.3,4
Martynas Andriuskevicius,0.0,0.7,0.0,4
Rafael Araujo,2.8,2.8,0.3,4
Esteban Batista,1.7,2.5,0.2,4
Will Blalock,1.8,1.1,1.2,4
Cedric Bozeman,1.1,1.0,0.4,4
Pat Burke,3.7,2.1,0.3,4
Jackie Butler,5.0,3.0,0.4,4
Zarko Cabarkapa,4.3,2.1,0.6,4
Kelvin Cato,5.5,5.3,0.5,4
Doug Christie,11.2,4.1,3.6,1
Dale Davis,8.0,7.9,0.9,4
Daniel Ewing,3.4,1.2,1.4,4
Danny Fortson,8.2,7.2,0.7,4
Matt Freije,3.2,2.0,0.6,4
Andreas Glyniadakis,1.3,0.6,0.1,4
Lynn Greer,4.1,0.7,1.3,4
Eddie Griffin,7.2,5.8,0.8,4
Mike Hall,1.0,1.0,0.5,4
Junior Harrington,5.2,2.7,3.1,4
Alan Henderson,7.8,5.0,0.6,4
Robert Hite,4.3,1.3,0.7,4
Julius Hodge,1.2,0.7,0.8,4
Mile Ilic,0.0,0.2,0.0,4
Marc Jackson,8.4,4.3,0.8,4
Sarunas Jasikevicius,6.8,1.6,2.9,4
Jumaine Jones,7.1,4.2,0.9,4
Yaroslav Korolev,1.1,0.5,0.4,4
James Lang,1.0,1.0,0.2,4
Randy Livingston,3.8,1.4,2.0,4
Renaldo Major,5.0,2.0,0.0,4
Damir Markota,1.7,1.0,0.2,4
Rawle Marshall,2.7,1.0,0.4,4
Chris McCray,0.0,0.0,0.0,4
Ivan McFarlin,1.4,1.0,0.1,4
Aaron McKie,7.4,3.3,2.7,4
Keith McLeod,5.5,1.3,2.7,4
Slava Medvedenko,5.3,2.8,0.5,4
David Noel,2.7,1.8,1.0,4
Michael Olowokandi,8.3,6.8,0.7,4
Scott Padgett,4.2,2.7,0.7,4
Gary Payton,16.3,3.9,6.7,3
Kevinn Pinkney,5.2,2.5,0.8,4
Vitaly Potapenko,6.5,4.5,0.7,4
Roger Powell,0.7,1.0,0.0,4
Allan Ray,6.2,1.5,0.9,4
Justin Reed,3.5,1.4,0.5,4
Jared Reiner,1.2,2.4,0.3,4
Lawrence Roberts,3.8,3.6,0.4,4
Bernard Robinson,4.5,2.5,1.0,4
Clifford Robinson,14.2,4.6,2.2,1
Jalen Rose,14.3,3.5,3.8,1
Jamal Sampson,2.0,3.4,0.4,4
Luke Schenscher,1.8,1.7,0.3,4
Wayne Simien,3.3,1.9,0.2,4
Uros Slokar,1.9,0.7,0.1,4
Steven Smith,0.6,0.8,0.0,4
Pape Sow,2.9,2.8,0.2,4
Vassilis Spanoulis,2.7,0.7,0.9,4
Bob Sura,8.6,3.4,3.8,4
Michael Sweetney,6.5,4.5,0.6,4
Donell Taylor,2.7,1.1,0.9,4
Maurice Taylor,11.0,4.6,1.2,1
Dijon Thompson,2.8,1.2,0.2,4
Jake Tsakalidis,4.8,3.9,0.3,4
Dajuan Wagner,9.4,1.4,1.9,4
David Wesley,12.5,2.5,4.4,1
Alvin Williams,9.0,2.5,4.1,4
Eric Williams,8.6,3.3,1.4,4
Shammond Williams,5.8,1.6,2.4,4
Corliss Williamson,11.1,3.9,1.2,1
Kevin Willis,12.1,8.4,0.9,1
Bracey Wright,5.0,1.5,0.8,4
Shandon Anderson,7.4,3.1,1.4,4
Stacey Augmon,8.0,3.2,1.6,4
Vin Baker,15.0,7.4,1.9,1
Jon Barry,5.7,1.8,2.2,4
Eddie Basden,2.1,1.5,0.4,4
Lonny Baxter,3.9,2.9,0.2,4
Michael Bradley,2.8,3.4,0.5,4
Rick Brunson,3.2,1.3,2.6,4
Antonio Burks,2.3,0.6,1.3,4
Kevin Burleson,1.8,0.7,1.2,4
Calbert Cheaney,9.5,3.2,1.7,4
Mateen Cleaves,3.6,1.0,1.9,4
Antonio Davis,10.0,7.5,1.1,4
Tony Delk,9.1,2.5,1.9,4
John Edwards,1.5,1.0,0.1,4
Howard Eisley,6.5,1.7,3.5,4
Noel Felix,1.5,1.1,0.2,4
Gerald Fitch,4.7,1.7,1.8,4
Marcus Fizer,9.6,4.6,1.2,4
Sharrod Ford,1.3,1.0,0.0,4
Deng Gai,0.0,0.0,0.0,4
Reece Gaines,1.7,0.7,0.7,4
Anthony Goldwire,6.3,1.3,2.8,4
Brian Grant,10.5,7.4,1.2,1
Devin Green,0.9,0.9,0.3,4
Anthony Grundy,4.3,1.4,0.8,4
Ha Ha,1.5,1.5,0.1,4
Zendon Hamilton,4.4,3.5,0.2,4
Randy Holcomb,0.5,0.3,0.0,4
Jermaine Jackson,1.9,1.1,1.4,4
Jim Jackson,14.3,4.7,3.2,1
Ervin Johnson,4.1,6.1,0.5,4
Mario Kasun,2.7,2.6,0.2,4
Toni Kukoc,11.6,4.2,3.7,1
Maciej Lampe,3.4,2.2,0.3,4
Voshon Lenard,11.9,2.8,2.1,1
Arvydas Macijauskas,2.3,0.5,0.3,4
Walter McCarty,5.2,2.6,1.1,4
Aaron Miles,0.8,0.7,1.3,4
Sergei Monia,3.0,2.0,0.7,4
Terence Morris,3.4,2.7,0.7,4
Lamond Murray,11.3,4.1,1.3,1
Lee Nailon,8.6,3.1,1.0,4
Boniface Ndong,2.2,1.6,0.3,4
Moochie Norris,5.1,2.0,2.8,4
Greg Ostertag,4.6,5.5,0.6,4
Milt Palacio,4.8,1.8,2.5,4
Zoran Planinic,3.8,1.3,1.1,4
Pavel Podkolzin,0.7,1.5,0.0,4
Laron Profit,3.3,1.5,1.2,4
Zeljko Rebraca,5.9,3.2,0.4,4
Bryon Russell,7.9,3.5,1.3,4
Melvin Sanders,2.6,1.4,0.2,4
Alex Scales,0.0,0.0,0.0,4
Charles Smith,5.1,1.4,0.9,4
Donta Smith,2.7,1.1,0.8,4
Chris Taft,2.8,2.1,0.1,4
James Thomas,1.6,2.3,0.2,4
John Thomas,2.7,2.1,0.3,4
Nikoloz Tskitishvili,2.9,1.8,0.7,4
Nick Van Exel,14.4,2.9,6.6,3
Keith Van Horn,16.0,6.8,1.6,1
Jackson Vroman,3.3,3.0,0.6,4
Samaki Walker,5.3,4.7,0.6,4
Matt Walsh,1.0,0.0,0.0,4
Jiri Welsch,6.1,2.4,1.5,4
Robert Whaley,2.1,1.9,0.7,4
Qyntel Woods,4.1,2.3,0.6,4
Derrick Zimmerman,2.0,2.0,3.5,4
Cory Alexander,5.5,1.6,2.7,4
Kenny Anderson,12.6,3.1,6.1,3
Maurice Baker,0.0,0.4,0.2,4
Travis Best,7.6,1.8,3.5,4
Tony Bobbitt,2.5,1.5,0.0,4
Curtis Borchardt,3.1,3.3,0.8,4
Shawn Bradley,8.1,6.3,0.7,4
Torraye Braggs,2.1,2.3,0.3,4
Jamison Brewer,1.6,0.9,1.0,4
Damone Brown,2.8,1.3,0.5,4
Kedrick Brown,3.6,2.4,0.7,4
Tierre Brown,3.9,1.2,2.0,4
Rodney Buford,6.4,2.6,0.8,4
Elden Campbell,10.3,5.9,1.1,1
Geno Carlisle,1.3,0.2,0.2,4
Lionel Chalmers,3.1,0.9,1.4,4
Derrick Coleman,16.5,9.3,2.5,1
Jason Collier,5.6,2.9,0.3,4
Omar Cook,1.7,0.6,2.1,4
Michael Curry,4.5,1.6,1.2,4
Erik Daniels,0.6,0.9,0.2,4
Andrew DeClercq,4.8,4.2,0.6,4
Vlade Divac,11.8,8.2,3.1,1
Predrag Drobnjak,7.9,3.5,0.8,4
Ndudi Ebi,2.1,1.0,0.2,4
Corsley Edwards,2.7,2.5,0.3,4
Obinna Ekezie,3.6,2.7,0.2,4
Luis Flores,2.2,0.2,0.7,4
Tremaine Fowlkes,2.9,2.2,0.5,4
Lawrence Funderburke,6.4,3.6,0.6,4
Alex Garcia,4.7,1.5,1.8,4
Kendall Gill,13.4,4.1,3.0,1
Dion Glover,8.2,3.1,1.5,4
Tom Gugliotta,13.0,7.3,2.8,1
Darvin Ham,2.7,2.3,0.5,4
Ben Handlogten,4.3,3.2,0.5,4
Lucious Harris,7.2,2.3,1.4,4
Donnell Harvey,5.6,4.0,0.8,4
Fred Hoiberg,5.4,2.7,1.6,4
Allan Houston,17.3,2.9,2.4,1
Ryan Humphrey,2.3,2.2,0.2,4
Brandon Hunter,3.3,2.8,0.3,4
Horace Jenkins,2.8,0.6,0.6,4
Britton Johnsen,2.1,2.1,0.6,4
Mark Jones,2.3,1.3,0.6,4
Kerry Kittles,14.1,3.9,2.6,1
Brandin Knight,0.0,0.0,1.0,4
Ibrahim Kutluay,0.0,0.2,0.0,4
Christian Laettner,12.8,6.7,2.6,1
Raul Lopez,6.5,1.7,3.8,4
George Lynch,6.6,5.0,1.4,4
Tony Massenburg,6.2,4.3,0.4,4
Ron Mercer,13.6,3.1,2.1,1
Anthony Miller,2.8,2.7,0.4,4
Reggie Miller,18.2,3.0,3.0,1
Jerome Moiso,2.7,2.7,0.3,4
Mamadou N'diaye,3.8,3.3,0.1,4
Anthony Peeler,9.7,2.6,2.4,4
Kirk Penney,0.8,0.3,0.3,4
Wesley Person,11.2,3.3,1.7,1
Mark Pope,1.9,1.7,0.4,4
Aleksandar Radojevic,1.7,2.4,0.5,4
Peter John Ramos,1.8,0.7,0.0,4
Glenn Robinson,20.7,6.1,2.7,0
Rodney Rogers,10.9,4.5,2.0,1
Daniel Santiago,3.4,2.1,0.3,4
Ansu Sesay,3.2,1.8,0.5,4
Paul Shirley,1.8,1.1,0.4,4
Tamar Slay,2.6,1.1,0.5,4
Jabari Smith,3.0,1.6,0.6,4
Steven Smith,14.3,3.2,3.1,1
Theron Smith,2.8,3.0,0.7,4
Latrell Sprewell,18.3,4.1,4.0,1
Michael Stewart,2.2,3.2,0.3,4
Erick Strickland,7.5,2.6,2.4,4
Rod Strickland,13.2,3.7,7.3,3
Bruno Sundov,1.7,1.0,0.2,4
Yuta Tabuse,1.8,1.0,0.8,4
Robert Traylor,4.8,3.7,0.7,4
Charlie Ward,6.3,2.6,4.0,4
Clar. Weatherspoon,11.5,7.5,1.5,1
Jahidi White,5.9,5.8,0.2,4
Rodney White,7.1,2.2,1.1,4
Frank Williams,2.9,0.9,1.9,4
Jerome Williams,6.6,6.4,0.8,4
Scott Williams,5.1,4.7,0.6,4
Wang Zhi-zhi,4.4,1.7,0.3,4
Tariq Abdul-Wahad,7.8,3.3,1.1,4
Courtney Alexander,9.0,2.2,1.2,4
Robert Archibald,1.2,1.6,0.4,4
Brandon Armstrong,2.2,0.6,0.2,4
Dana Barros,10.5,1.9,3.3,1
Mengke Bateer,3.4,2.5,0.6,4
Jerome Beasley,1.0,0.5,0.0,4
Troy Bell,1.8,0.7,0.7,4
Corie Blount,3.6,4.2,0.7,4
Ruben Boumtje-Boumtje,1.0,1.3,0.1,4
J.R. Bremer,6.5,1.8,2.2,4
Ernest Brown,1.0,2.0,0.0,4
Mitchell Butler,5.2,2.0,0.9,4
Maurice Carter,4.2,1.1,0.4,4
Keon Clark,8.2,5.9,0.9,4
Bimbo Coles,7.8,2.1,3.9,4
Chris Crawford,6.6,2.2,0.6,4
Hubert Davis,8.2,1.5,1.7,4
Derrick Dial,3.1,1.6,0.8,4
Bryce Drew,4.4,1.2,2.2,4
Evan Eschmeyer,2.8,3.9,0.5,4
Desmond Ferguson,1.9,0.6,0.1,4
Alton Ford,2.5,1.7,0.2,4
Rick Fox,9.6,3.8,2.8,4
Hiram Fuller,2.0,2.8,0.5,4
Horace Grant,11.2,8.1,2.2,1
Paul Grant,1.8,1.1,0.2,4
Travis Hansen,3.0,1.7,0.5,4
Shane Heal,2.0,0.4,0.8,4
Tyrone Hill,9.4,8.6,0.8,4
Mark Jackson,9.6,3.8,8.0,3
Chris Jefferies,3.9,1.2,0.4,4
Avery Johnson,8.4,1.7,5.5,3
Popeye Jones,7.0,7.4,1.3,4
Rusty LaRue,5.0,1.3,1.6,4
Sean Lampley,4.5,2.1,0.7,4
Dan Langhi,3.0,1.5,0.3,4
Quincy Lewis,3.6,1.3,0.6,4
Todd MacCulloch,6.1,4.0,0.5,4
Karl Malone,25.0,10.1,3.6,0
Jamal Mashburn,19.1,5.4,4.0,1
Amal McCaskill,1.8,1.9,0.3,4
Oliver Miller,7.4,5.9,2.2,4
Tracy Murray,9.0,2.5,0.8,4
Charles Oakley,9.7,9.5,2.5,4
Doug Overton,4.5,1.3,2.1,4
Robert Pack,8.9,2.0,4.6,4
Cherokee Parks,4.4,3.6,0.6,4
Desmond Penigar,3.2,2.4,0.3,4
Scottie Pippen,16.1,6.4,5.2,3
Olden Polynice,7.8,6.7,0.7,4
Glen Rice,18.3,4.4,2.1,1
Eddie Robinson,7.0,2.7,0.9,4
Sean Rooks,6.2,3.8,0.8,4
Leon Smith,2.2,2.2,0.2,4
Vladimir Stepania,4.1,4.4,0.3,4
Gary Trent,8.6,4.5,1.0,4
Jeff Trepagnier,2.8,1.4,0.7,4
Cezary Trybanski,0.7,0.7,0.0,4
Slavko Vranes,0.0,0.0,0.0,4
John Wallace,7.6,2.8,0.7,4
Chris Whitney,6.5,1.4,2.8,4
John Amaechi,6.2,2.6,0.8,4
Nick Anderson,14.4,5.1,2.6,1
William Avery,2.7,0.7,1.4,4
Dalibor Bagaric,2.6,2.5,0.4,4
Toby Bailey,3.3,1.7,0.6,4
Erick Barkley,2.9,0.8,1.5,4
Mike Batiste,6.4,3.4,0.7,4
Corey Benjamin,5.5,1.7,0.9,4
Mario Bennett,4.0,2.7,0.4,4
Anthony Bonner,6.9,5.4,1.4,4
Terrell Brandon,13.8,3.0,6.1,3
Randy Brown,4.8,1.8,2.2,4
Mark Bryant,5.4,3.8,0.6,4
Matt Bullard,5.3,2.0,0.9,4
Jason Caffey,7.3,4.4,0.9,4
Duane Causwell,4.9,4.2,0.4,4
John Celestand,2.3,0.7,1.3,4
Chris Childs,6.9,2.4,4.9,4
Sean Colson,1.2,0.5,0.8,4
John Crotty,4.0,1.1,2.1,4
Vonteego Cummings,6.9,1.9,2.7,4
Emanual Davis,4.9,1.9,1.8,4
Michael Dickerson,15.4,2.9,2.6,1
Chris Dudley,3.9,6.2,0.4,4
Khalid El-Amin,6.3,1.6,2.9,4
LaPhonso Ellis,11.9,6.5,1.6,1
Jamie Feick,4.5,7.1,0.7,4
Danny Ferry,7.0,2.8,1.3,4
Joseph Forte,1.2,0.7,0.7,4
Greg Foster,3.9,2.6,0.5,4
Kiwane Garris,2.3,0.6,1.0,4
Steve Goodrich,1.1,1.2,0.5,4
A.J. Guyton,5.5,1.0,1.8,4
Tang Hamilton,2.2,2.0,0.6,4
Thomas Hamilton,3.2,3.4,0.5,4
Tim Hardaway,17.7,3.3,8.2,3
Adam Harrington,1.6,0.4,0.6,4
Antonio Harvey,3.0,2.3,0.3,4
Kirk Haston,1.2,1.0,0.3,4
Juaquin Hawkins,2.3,1.3,0.8,4
Cedric Henderson,7.3,2.9,1.6,4
Derek Hood,0.0,0.5,0.0,4
Nate Huffman,3.3,3.3,0.7,4
Tim James,1.6,1.1,0.3,4
Harold Jamison,1.9,1.6,0.3,4
Ken Johnson,2.0,2.0,0.0,4
Alvin Jones,1.1,1.6,0.1,4
Michael Jordan,30.1,6.2,5.3,0
Shawn Kemp,14.6,8.4,1.6,1
Jonathan Kerner,0.0,0.0,0.0,4
Steve Kerr,6.0,1.2,1.8,4
Travis Knight,3.4,3.1,0.6,4
Jason Lawson,1.5,1.6,0.3,4
Horacio Llamas,2.1,1.3,0.2,4
Art Long,3.5,3.3,0.5,4
Grant Long,9.5,6.1,1.7,4
Felipe Lopez,5.8,2.4,1.0,4
Tito Maddox,1.2,0.8,0.6,4
Matt Maloney,7.4,1.7,2.9,4
Danny Manning,14.0,5.2,2.3,1
Donny Marshall,2.5,1.0,0.3,4
Anthony Mason,10.9,8.3,3.4,1
George McCloud,9.0,3.1,2.3,4
Chris Mills,11.2,4.9,1.9,1
Eric Montross,4.5,4.6,0.4,4
Hakeem Olajuwon,21.8,11.1,2.5,0
Dean Oliver,1.8,0.7,1.3,4
Billy Owens,11.7,6.7,2.8,1
Chris Owens,4.0,1.0,0.0,4
Olumide Oyedeji,1.4,2.1,0.1,4
Lavor Postell,3.2,0.7,0.2,4
Brent Price,5.9,1.6,3.0,4
Igor Rakocevic,1.9,0.4,0.8,4
Don Reid,3.6,2.9,0.4,4
Efthimios Rentzias,1.5,0.7,0.2,4
Antoine Rigaudea,1.5,0.7,0.5,4
David Robinson,21.1,10.6,2.5,0
Guy Rucker,0.0,0.3,0.3,4
Arvydas Sabonis,12.0,7.3,2.1,1
Soumaila Samake,1.4,1.6,0.1,4
Pepe Sanchez,0.5,0.6,1.3,4
Jason Sasser,2.1,1.1,0.3,4
Jeryl Sasser,2.5,2.3,0.8,4
Kenny Satterfield,4.3,1.3,2.3,4
Predrag Savovic,3.1,0.9,0.8,4
Brian Shaw,6.9,3.4,4.2,4
Casey Shaw,0.2,0.3,0.0,4
Miles Simon,0.4,0.4,0.0,4
Reggie Slater,5.6,3.0,0.6,4
Bryant Stith,10.1,3.4,2.0,1
John Stockton,13.1,2.7,10.5,0
Mark Strickland,4.6,2.7,0.4,4
Oscar Torres,5.4,1.6,0.5,4
Ratko Varda,5.0,1.0,0.0,4
Brandon Williams,2.3,1.0,0.2,4
Jay Williams,9.5,2.6,4.7,4
Monty Williams,6.3,2.8,1.2,4
Walt Williams,11.8,3.9,2.3,1
Ruben Wolkowyski,2.0,1.1,0.1,4
Vincent Yarbrough,6.9,2.7,2.2,4
Victor Alexander,8.9,4.8,0.9,4
Greg Anthony,7.3,1.9,4.0,4
Ike Austin,7.6,4.7,1.2,4
Mookie Blaylock,13.5,4.1,6.7,3
Cal Bowdler,3.0,1.9,0.2,4
Ira Bowman,0.9,0.3,0.5,4
Chucky Brown,5.9,3.1,0.8,4
Dee Brown,11.1,2.6,3.7,1
Jud Buechler,3.3,1.8,0.8,4
Joe Crispin,3.8,0.5,1.2,4
Dell Curry,11.7,2.4,1.8,1
Vinny Del Negro,9.1,2.3,3.2,4
Patrick Ewing,21.0,9.8,1.9,0
