player,points,rebounds,assists,class
Larry Staverman,4.7,3.8,0.9,4
Roger Strickland,2.0,0.0,0.0,4
Hubie White,3.3,1.5,0.8,4
John Windsor,2.5,2.4,0.2,4
Joe Buckhalter,5.8,4.1,0.7,4
Cleveland Buckner,6.0,3.5,0.6,4
Johnny Cox,7.8,3.8,1.9,4
Danny Doyle,4.0,2.0,0.8,4
Walter Dukes,10.4,11.3,1.1,2
Dave Fedor,0.9,0.9,0.1,4
Al Ferrari,6.8,2.2,2.5,4
Jack Foley,4.8,1.5,0.5,4
Gene Guarilia,3.2,2.3,0.3,4
Dave Gunther,2.0,3.0,3.0,4
Ron Horn,2.5,2.5,0.4,4
Rod Hundley,8.4,3.3,3.4,4
Howie Jolliff,2.8,4.2,0.8,4
Phil Jordon,10.9,6.9,1.7,1
Maury King,5.9,2.8,3.8,4
Fred LaCour,6.5,3.3,1.9,4
Bob Leonard,9.9,2.9,3.3,4
Ted Luckenbill,2.3,1.9,0.4,4
Nick Mantis,5.6,2.2,2.2,4
Porter Meriwether,3.8,0.9,1.4,4
Howie Montgomery,7.2,3.5,1.1,4
Mel Nowell,5.9,1.7,2.2,4
Dave Piontek,7.2,4.3,1.2,4
Joe Roberts,6.2,5.2,0.6,4
Jeff Slade,1.3,2.3,0.0,4
Tom Stith,3.1,1.6,0.7,4
Dan Swartz,4.5,2.3,0.5,4
Dan Tieman,1.2,0.8,0.9,4
Ralph Wells,0.7,2.0,2.3,4
Stacey Arceneaux,7.1,4.6,0.6,4
Paul Arizin,22.8,8.6,2.3,0
George Blaney,3.3,1.0,1.3,4
George H. Bon Salle,1.3,0.7,0.0,4
Carl Braun,13.5,3.4,3.7,1
Howie Carl,5.5,1.3,1.8,4
Ed Conlin,10.1,4.8,2.0,1
Jimmy Darrow,2.4,1.4,1.2,4
Ralph Davis,8.0,1.7,2.8,4
Archie Dees,8.1,4.8,0.7,4
Dick Eichhorst,2.0,1.0,3.0,4
Ray Felix,10.9,8.9,0.7,1
Larry Foust,13.7,9.8,1.7,1
Joe Graboski,11.0,8.1,1.8,1
Harvey Halbrook,5.5,6.6,0.4,4
Vern Hatton,5.5,2.4,1.4,4
Cleo Hill,5.5,3.1,2.0,4
Andy Johnson,9.8,4.1,2.3,4
Doug Kistler,1.6,0.2,0.0,4
York Larese,5.1,1.3,1.6,4
Ronald Martin,3.4,2.4,1.7,4
Shellie McMillon,9.1,6.0,0.9,4
Bob McNeill,4.6,1.4,2.6,4
Chuck Noble,8.0,2.6,3.3,4
Chuck Osborne,1.3,2.3,0.3,4
Frank Radovich,2.4,1.4,0.1,4
Joe Ruklick,3.5,2.5,0.4,4
Bob Sims,7.8,2.8,2.4,4
Bill Smith,2.6,1.8,0.8,4
Bobby Smith,2.8,2.5,1.1,4
Sam Stith,4.4,1.6,1.9,4
Jack Turner,4.8,2.0,1.0,4
Charlie Tyra,8.9,7.4,0.9,4
Horace Walker,6.7,7.2,1.1,4
Bob Wiesenhahn,2.0,1.9,0.4,4
Wayne Yates,1.9,2.5,0.4,4
Dave Zeller,1.5,0.4,1.0,4
Gary Alcorn,3.3,4.2,0.3,4
Ernie Beck,6.3,3.2,1.8,4
William Bell,5.1,2.6,1.6,4
Dick Garmaker,13.3,4.2,2.6,1
Jack George,10.2,4.2,4.3,1
Ron Johnson,2.6,2.1,0.1,4
William Kennedy,1.7,1.1,1.3,4
Jim Palmer,8.1,5.3,0.8,4
Cal Ramsey,7.9,5.6,0.9,4
Phil Rollins,5.1,2.2,2.6,4
Bill Sharman,17.8,3.9,3.0,1
Win Wilfong,6.8,3.4,2.1,4
Bob Anderegg,4.0,2.1,0.9,4
Alexander Ellis,5.1,5.2,0.7,4
Ed Fleming,8.6,5.2,1.9,4
Steve Hamilton,4.5,3.4,0.5,4
Bob Hopkins,8.2,5.6,0.7,4
Bill Kenville,7.1,3.5,2.1,4
Earl Lloyd,8.4,6.4,1.4,4
Slater Martin,9.8,3.4,4.2,4
Brendan McCann,1.8,1.2,1.6,4
Dick McGuire,8.0,4.2,5.7,3
Jack McMahon,8.1,2.7,3.7,4
Togo Palazzi,7.4,3.4,0.7,4
Medford Park,6.1,3.1,1.7,4
Jim Ray,1.1,0.6,0.6,4
John Richter,4.3,4.7,0.4,4
Paul Seymour,9.4,3.1,3.8,4
Charlie Share,8.3,8.4,1.4,4
Ron Sobie,8.4,4.1,1.8,4
Guy Sparrow,7.8,4.9,0.9,4
Wayne Stevens,1.6,2.0,0.5,4
Tony Windis,4.0,5.2,3.6,4
George Yardley,19.2,8.9,1.7,1
Jerry Bird,2.3,1.1,0.4,4
Pete Brennan,2.5,1.9,0.4,4
George Dempsey,5.0,3.6,2.3,4
Dick Farley,6.5,2.5,1.8,4
Joe Holup,7.0,4.4,1.0,4
Neil Johnston,19.4,11.3,2.5,2
Tommy Kearns,2.0,0.0,0.0,4
Ed Macauley,17.5,7.5,3.2,1
Tom Marshall,5.7,2.9,1.1,4
Vern Mikkelsen,14.4,9.4,2.2,1
Jack Parr,4.0,4.2,0.8,4
Lennie Rosenbluth,4.2,1.8,0.4,4
Bennie Swain,4.6,4.5,0.5,4
Lou Tsioropoulos,5.8,4.8,1.1,4
Richard Atha,3.2,1.5,1.2,4
Doug Bolstorff,1.3,0.0,0.0,4
George Brown,1.0,1.0,0.0,4
Bob Burrow,5.7,4.4,0.6,4
Nat Clifton,10.0,8.2,2.5,4
Jack Coleman,10.6,9.2,2.8,1
Walt Davis,4.8,4.3,0.7,4
Walter Devlin,7.1,2.1,2.1,4
Dick Duckett,3.9,1.6,1.4,4
Pat Dunn,2.5,1.1,1.0,4
Bill Ebben,1.9,1.0,0.5,4
Bo Erias,8.2,4.6,1.4,4
Larry Friend,4.0,2.4,1.1,4
Harry Gallatin,13.0,11.9,1.8,2
Bob Harrison,7.2,2.5,2.7,4
Bob Houbregs,9.3,5.5,1.8,4
Mel Hutchins,11.1,9.6,3.0,1
Joel Ingram,2.8,4.8,0.8,4
George King,10.3,3.9,4.8,1
Don Meineke,6.8,4.7,1.3,4
Dwight Morrison,3.6,5.3,0.9,4
Jack Nichols,10.4,6.9,1.9,1
Worthy Patterson,1.8,0.5,0.5,4
Jerry Paulson,3.3,1.7,0.7,4
Jim Paxson,8.0,4.5,1.6,4
Andy Phillip,9.1,4.4,5.4,3
Ray Radziszewski,0.0,2.0,1.0,4
Richie Regan,8.3,2.6,2.9,4
Dick Ricketts,9.3,6.3,2.1,4
Arnie Risen,12.0,9.7,1.7,1
Dick Schnittker,8.3,3.8,1.3,4
Ron Shavlik,1.3,2.9,0.0,4
Art Spoelstra,7.2,4.6,1.0,4
Maurice Stokes,16.4,17.3,5.3,2
Bill Thieben,4.0,3.2,0.3,4
Jim Walsh,2.0,1.5,0.8,4
Forest Able,0.0,1.0,1.0,4
Bob Armstrong,1.5,2.1,0.2,4
Jim Baechtold,9.7,3.1,2.1,4
John Barber,1.4,1.2,0.0,4
Irv Bemoras,6.3,2.6,1.0,4
Gary Bergen,1.3,1.3,0.2,4
Alex Hannum,6.0,4.5,1.7,4
Dick Hemric,6.3,5.1,0.7,4
Lew Hitch,5.0,5.3,1.2,4
Ed Kalafat,7.1,5.7,1.5,4
Hal Lear,1.3,0.3,0.3,4
Chuck Mencel,7.0,2.5,2.4,4
Jackie Moore,2.7,2.5,0.5,4
Red Rocha,10.9,6.6,2.0,1
Dick Rosenthal,6.8,4.1,2.0,4
Don Savage,3.2,1.8,0.8,4
Whitey Skoog,8.2,3.3,2.6,4
Odie Spears,8.7,4.0,1.9,4
Norm Stewart,2.0,1.0,0.4,4
Jim Tucker,4.1,3.5,0.5,4
Bobby Wanzer,12.2,4.5,3.2,1
Bob Williams,2.9,2.5,0.3,4
Jesse Arnelle,4.7,5.5,0.6,4
Ernie Barrett,4.9,2.6,1.7,4
Don Bielke,2.0,1.3,0.1,4
Frank Brian,12.3,2.4,2.6,1
Chuck Cooper,6.7,5.9,1.8,4
James Davis,0.7,1.3,0.3,4
Ron Feiereisel,3.0,0.6,0.6,4
Chris Harris,2.5,1.1,1.1,4
Larry Hennessy,3.7,0.9,0.9,4
Jim Holstein,3.8,2.9,1.1,4
Johnny Horan,1.8,0.5,0.1,4
George Mikan,23.1,13.4,2.8,0
Bob Peterson,4.7,3.8,0.8,4
Bob Santini,2.8,0.8,0.3,4
Bob Schafer,4.1,1.3,1.0,4
Connie Simmons,9.8,6.2,1.6,4
Jack Stephens,10.3,5.2,2.9,1
Ernie Vandeweghe,9.5,4.7,2.4,4
Max Zaslofsky,14.8,2.8,2.0,1
Don Anielak,3.0,2.0,0.0,4
Don Barksdale,11.0,8.0,2.1,1
Bob Brannum,7.3,7.0,2.1,4
Tom Brennan,0.9,0.5,0.2,4
Bill Calhoun,7.8,4.0,2.3,4
Bob Carney,3.6,2.4,0.8,4
Fred Christ,3.3,1.3,1.2,4
Cal Christensen,5.2,5.5,1.6,4
Bert Cook,3.2,1.9,0.9,4
Bob Davies,14.3,2.9,4.9,1
Fred Diute,1.6,1.9,0.6,4
Danny Finn,7.3,3.9,4.0,4
Jim Fritsche,3.9,3.0,0.9,4
Billy Gabor,9.8,1.8,2.0,4
Chuck Grigsby,2.3,1.6,1.0,4
Rollen Hans,7.0,2.2,2.6,4
Herm Hedderick,0.8,0.8,0.4,4
Don Henriksen,7.2,7.2,1.7,4
"Bear, The Body Hoffman",10.2,5.1,2.9,1
Michael Kearns,0.2,0.5,0.8,4
Dan King,1.6,2.1,0.3,4
Bob Knight,3.5,0.5,4.0,4
Ronnie MacGilvray,1.3,1.5,1.8,4
Phil Martin,1.7,1.4,0.9,4
Ken McBride,9.8,2.6,1.2,4
Al McGuire,4.0,2.2,1.9,4
Carl McNulty,2.0,0.0,0.0,4
Ken Murray,8.1,3.3,2.7,4
Boris Nachamkin,3.3,3.2,0.5,4
Jim Neal,4.4,3.8,0.4,4
Wally Osterkorn,7.0,6.0,1.7,4
Jim Pollard,13.2,7.8,3.2,1
George Ratkovicz,9.2,6.9,2.3,4
Al Roges,7.5,2.8,2.1,4
Frank Saul,5.6,2.0,1.6,4
Freddie Scolari,11.3,2.7,2.6,1
Don Sunderlage,7.7,2.5,2.0,4
Jack Turner,4.3,2.4,1.2,4
Paul Walther,7.7,3.7,2.6,4
Lucian Whitaker,0.7,0.3,0.3,4
Robert Zawoluk,6.8,4.1,1.2,4
Donald Ackerman,1.5,0.5,0.8,4
Don Asmonga,0.7,0.1,0.7,4
Leo Barnhorst,9.4,5.4,3.2,4
Bill Bolger,2.8,1.8,0.6,4
Vince Boryla,11.2,3.7,2.1,1
Bob Donham,6.7,3.9,2.6,4
Gene Dyker,1.5,1.5,0.5,4
Ed Earle,2.0,1.0,0.0,4
Joe Fulks,16.4,5.3,1.2,1
Bato Govedarica,3.3,0.8,1.0,4
Norm Grekin,0.0,0.0,0.0,4
Bob Harris,6.8,6.9,1.5,4
Red Holzman,6.1,1.5,2.0,4
Dick Knostman,2.6,3.4,1.2,4
Bob Lavoy,8.2,6.2,1.5,4
Don Lofgran,6.1,3.9,1.0,4
Jim Luisi,2.9,0.8,1.1,4
Francis Mahoney,1.5,1.1,0.3,4
Al Masino,4.8,2.1,1.8,4
Ed Mikan,6.7,5.5,0.9,4
Eddie Miller,10.2,8.5,1.5,1
Jack Molinas,12.1,7.2,1.6,1
Paul Nolen,0.0,1.0,0.0,4
Mike Novak,3.4,0.4,1.4,4
Jim Phelan,0.8,1.3,0.5,4
Connie Rea,1.2,1.6,0.8,4
Frank Reddout,1.9,1.3,0.0,4
Fred Schaus,12.2,6.0,2.9,1
George Senesky,7.2,3.5,3.2,4
Zeke Sinicola,1.1,0.2,0.3,4
Ed Smith,2.5,2.4,0.8,4
Joe Smyth,3.3,2.5,1.2,4
Dick Surhoff,3.1,1.6,0.6,4
Norm Swanson,1.6,1.7,0.5,4
Bill Tosheff,9.2,3.0,3.3,4
Hal Uplinger,3.7,1.3,1.1,4
Rabbit Walthour,0.5,0.3,0.5,4
Mark Workman,4.9,2.9,0.6,4
Nelson Bobb,4.6,2.4,2.1,4
Don Boven,9.0,4.2,2.0,4
Jim Brasco,3.7,1.3,1.1,4
Dick Bunt,3.5,1.1,0.7,4
Al Cervi,7.9,1.8,3.2,4
Ray Corley,4.6,1.8,1.8,4
Dillard Crocker,8.8,2.2,1.3,4
Henry Darcey,0.9,0.8,0.2,4
Blaine Denning,5.0,4.0,0.0,4
Thomas Eddleman,12.1,4.5,2.1,1
George Feigenbaum,3.1,1.4,1.1,4
Jake Fendley,2.8,1.2,0.9,4
Jerry Fleishman,5.8,4.6,1.6,4
Dick Groat,11.9,3.3,2.7,1
Don Hanrahan,1.8,1.7,0.6,4
Clarence Hermsen,9.3,5.8,1.3,4
Arnie Johnson,8.7,6.2,2.2,4
David Johnson,8.4,3.6,2.8,4
Noble Jorgensen,8.8,4.3,1.2,4
George Kaftan,7.5,3.1,1.9,4
Jack Kerris,7.6,6.3,2.5,4
Jack Kiley,2.3,1.0,1.2,4
Frank Kudelka,7.2,3.2,2.1,4
Andrew Levane,4.5,1.3,2.0,4
Bob Lochmueller,3.7,2.6,0.8,4
Ray Lumpp,8.2,2.2,2.2,4
John Mahnken,5.8,2.9,1.3,4
Jack McCloskey,6.0,3.0,1.0,4
Paul McConnell,4.9,2.4,2.9,4
George McLeod,1.2,2.1,0.4,4
Stan Miasek,10.6,7.6,1.4,1
Dave Minor,7.6,4.5,2.5,4
Bill Mlkvy,5.8,3.3,2.0,4
Jim Mooney,7.5,3.9,1.9,4
Bob Naber,0.3,1.3,0.3,4
John O'Boyle,4.2,2.0,1.0,4
Buckshot O'Brien,7.1,1.6,1.5,4
Mike O'Neill,3.0,2.3,0.8,4
Kevin O'Shea,5.2,2.3,2.1,4
Don Otten,10.5,6.0,1.4,1
Claude Overton,3.9,1.7,1.0,4
Johnny Payak,6.3,1.7,1.9,4
Mel Payton,5.4,3.6,1.1,4
Ralph Polson,3.9,4.3,0.5,4
Bob Priddy,2.3,2.3,0.4,4
Moe Radovich,3.5,0.3,2.0,4
Sherwin Raiken,1.5,1.3,1.0,4
Gene Rhodes,5.2,1.5,1.4,4
Kenny Rollins,4.9,1.0,2.0,4
Howie Schultz,5.3,3.1,1.7,4
Cliff Barker,3.7,1.8,2.0,4
Elmer Behnke,4.0,4.3,1.0,4
Charlie Black,9.2,2.4,2.3,4
Stan Brown,3.1,1.1,0.3,4
Walter Budko,8.1,5.4,1.9,4
Art Burris,2.5,2.8,0.7,4
Gerry Calabrese,4.7,1.4,1.4,4
Bill Closs,9.0,5.0,1.9,4
Ed Dahler,2.5,1.6,0.4,4
Nate DeLong,3.8,1.8,0.8,4
Dick Dickey,2.8,1.8,1.1,4
Jerry Fowler,1.5,1.7,0.3,4
Vern Gardner,8.9,4.0,1.6,4
Joe Holland,5.8,4.2,1.8,4
Joe Hutton,2.5,1.6,1.0,4
Wallace Jones,10.2,5.1,3.1,1
Walt Kirk,7.7,4.0,2.1,4
John McConathy,1.3,1.8,0.7,4
Horace McKinney,9.4,3.5,1.6,4
Joe McNamee,2.4,2.0,0.5,4
Dick Mehen,10.7,3.9,2.8,1
Paul Noel,3.3,1.4,0.7,4
James Owens,5.2,3.5,1.5,4
John Pilch,0.6,1.0,0.2,4
Ray Ragelis,1.3,1.5,0.6,4
Sam Ranzino,2.2,1.0,0.6,4
Don Rehfeldt,7.1,5.0,1.2,4
John Rennicke,1.8,1.5,0.2,4
Herb Scherer,3.6,2.4,0.7,4
Jim Slaughter,5.3,5.3,0.9,4
Belus Smawley,12.7,2.8,2.3,1
Gene Vance,8.3,2.9,2.3,4
Brady Walker,7.0,5.4,1.4,4
Bob Wilson,3.7,3.3,1.7,4
Paul Armstrong,6.8,2.3,2.3,4
Ed Bartels,4.2,4.9,1.0,4
Ed Beach,1.8,2.1,0.3,4
Ralph Beard,15.9,3.8,4.4,1
Leon Blevins,0.7,0.7,0.3,4
Costic Borsavage,2.7,1.0,0.2,4
Harry Boykoff,10.1,4.6,1.9,1
Tommy Byrnes,6.5,1.5,1.2,4
Don Carlson,8.0,1.7,1.8,4
Bob Carpenter,7.7,4.1,1.4,4
Leroy Chollet,2.9,1.1,0.8,4
Hank DeZonie,3.4,3.6,1.8,4
Joe Dolhon,6.4,1.4,2.3,4
Andy Duncan,5.5,2.1,0.7,4
Ray Ellefson,1.0,2.7,0.0,4
Arnie Ferrin,5.8,4.0,1.6,4
Ed Gayda,3.9,2.7,0.9,4
Chuck Gilmur,5.8,4.7,1.5,4
Bud Grant,2.6,1.9,0.9,4
Alex Groza,22.5,10.7,2.4,0
Chuck Halbert,8.8,7.9,1.4,4
Bruce Hale,9.1,1.9,3.0,4
John Hargis,9.6,2.1,1.5,4
Billy Hassett,4.5,1.1,2.0,4
Sidney Hertzberg,8.7,4.0,2.1,4
Gene James,3.4,2.9,1.1,4
Tony Jaros,5.4,2.1,0.9,4
Duane Klueh,8.2,3.0,1.5,4
Tony Lavelli,6.9,2.0,0.7,4
Ed Leede,7.8,2.1,1.9,4
Ron Livingstone,6.3,4.7,1.9,4
Johnny Logan,12.4,4.6,3.0,1
Johnny Macknowski,7.0,1.9,1.1,4
Norm Mager,5.2,2.0,0.9,4
Ariel Maughan,7.9,4.0,1.2,4
Mal McMullan,4.8,2.5,1.1,4
Leo Mogus,8.5,1.8,1.4,4
Chuck Mrazovich,3.3,1.4,0.5,4
Johnny Norlander,8.3,1.0,1.0,4
Dick O'Keefe,5.2,2.2,0.9,4
Tommy O'Keefe,3.8,1.2,1.7,4
Johnny Oldham,7.3,3.6,1.8,4
Estes Parham,5.4,1.7,2.2,4
Warren Perkins,6.1,4.8,2.0,4
Ed Peterson,7.0,5.4,0.9,4
Jim Riffey,4.3,1.7,0.5,4
Goebel Ritter,5.2,1.9,1.0,4
Kenny Sailors,12.6,2.0,2.8,1
Alan Sawyer,6.6,3.8,0.8,4
Carl Shaeffer,3.1,1.0,0.9,4
Ed Stanczak,7.8,2.0,1.0,4
Marko Todorovich,11.0,6.9,2.9,1
Gene Berce,3.3,0,0.7,4
Jake Bornheimer,4.6,0,0.7,4
Joe Bradley,1.9,0,0.8,4
Price Brookfield,7.8,0,2.2,4
Bob Brown,10.1,0,1.4,1
Jim Browne,1.4,0,0.2,4
Jack Burmaster,9.8,0,2.9,4
Jake Carter,3.4,0,1.0,4
John Chaney,4.4,0,1.3,4
Paul Cloyd,2.7,0,0.3,4
Bobby Cook,11.5,0,3.1,1
Jack Cotton,5.1,0,1.2,4
Francis Crossin,4.7,0,1.5,4
Fran Curran,4.9,0,1.2,4
Jimmy Darden,8.1,0,2.6,4
John Dillon,1.6,0,0.2,4
Earl Dodd,1.7,0,0.7,4
Bob Doll,8.4,0,1.4,4
Harry Donovan,5.6,0,0.8,4
Gene Englund,7.8,0,0.9,4
Bob Evans,3.0,0,1.2,4
Johnny Ezersky,7.6,0,1.3,4
Bob Feerick,13.3,0,2.0,1
Elmer R. Gainer,1.5,0,0.5,4
Frank Gates,4.5,0,1.4,4
Dee Gibson,6.4,0,2.9,4
Ward Gibson,5.5,0,1.2,4
Norman Glick,2.0,0,0.0,4
Paul Gordon,0.8,0,0.8,4
Don Grate,2.0,0,1.5,4
Al Guokas,3.8,0,1.7,4
Bob Hahn,1.0,0,0.1,4
Dale Hamilton,1.8,0,1.2,4
Marshall Hawkins,3.9,0,1.3,4
Bill Henry,6.5,0,1.1,4
Bill Herman,4.3,0,1.2,4
Howie Janotta,3.4,0,0.4,4
Buddy Jeannette,7.2,0,2.1,4
Leo Katkaveck,4.3,0,1.3,4
Bob Kinney,9.5,0,1.5,4
Leo Klier,7.1,0,1.6,4
Lee Knorek,6.7,0,1.6,4
Milo Komenich,9.9,0,1.9,4
Leo Kubiak,11.5,0,3.2,1
Walt Lautenbach,4.3,0,1.3,4
Fred Lewis,8.4,0,1.4,4
John Mandic,4.1,0,1.1,4
Matt Mazza,3.8,0,1.1,4
Mike McCarron,9.7,0,0.9,4
Ken Menke,2.5,0,1.2,4
Al Miksis,3.4,0,0.5,4
Murray Mitchell,1.0,0,1.0,4
Max Morris,12.6,0,3.1,1
Joe Mullaney,0.8,0,1.4,4
Jerry Nagel,0.9,0,1.3,4
John Niemiera,6.0,0,1.8,4
Jim Nolan,1.6,0,0.8,4
George Nostrand,8.2,0,0.8,4
Dermie O'Connell,5.8,0,1.9,4
Andy O'Donnell,3.6,0,0.7,4
Gene Ollrich,3.1,0,1.7,4
Johnny Orr,2.7,0,0.6,4
Mac Otten,2.4,0,0.6,4
Jack Parkinson,0.8,0,0.5,4
Charlie Parsley,2.4,0,0.9,4
Stan Patrick,6.1,0,1.4,4
Jack Phelan,4.1,0,1.0,4
John Pritchard,3.1,0,1.1,4
Les Pugh,6.1,0,0.6,4
Don Putman,4.8,0,1.3,4
Don Ray,6.0,0,1.0,4
Joseph Reiser,10.4,0,2.0,1
Bill Roberts,3.5,0,0.6,4
Bob Royer,4.7,0,2.0,4
Jerry Rullo,2.9,0,0.7,4
Ed Sadowski,15.6,0,1.8,1
Herm Schaefer,7.6,0,3.2,4
Marv Schatzman,3.4,0,1.1,4
Milt Schoon,6.0,0,0.9,4
Dick Schulz,5.6,0,1.0,4
Wayne See,5.2,0,2.3,4
Glen Selbo,3.2,0,1.8,4
Rollie Seltz,7.8,0,1.9,4
Jim Seminoff,6.5,0,2.7,4
Howie Shannon,10.8,0,2.5,1
Charlie Shipp,4.7,0,2.0,4
Jack Smiley,6.2,0,2.5,4
George Sobek,5.8,0,1.6,4
Art Spector,5.0,0,0.8,4
Gene Stump,5.3,0,0.8,4
Jack Toomay,6.7,0,0.9,4
Bob Tough,7.2,0,1.7,4
William Towery,9.4,0,2.4,4
Dick Triptow,5.7,0,1.6,4
Butch Van Breda Kolff,4.7,0,1.5,4
Floyd Volker,7.4,0,2.1,4
Whitey Von Nieda,5.3,0,2.4,4
Clint Wager,2.3,0,1.4,4
Danny Wagner,6.3,0,1.6,4
Murray Wier,7.7,0,1.9,4
D.C. Wilcutt,2.2,0,1.4,4
Bob Wood,1.2,0,0.2,4
Johnny Bach,3.5,0,0.7,4
Hank Beenders,8.4,0,0.5,4
Gale Bishop,8.3,0,1.6,4
Mike Bloom,6.8,0,0.8,4
Darrell Brown,1.3,0,0.0,4
Ernie Calverley,11.9,0,3.5,1
Joe Colone,5.5,0,0.6,4
Howie Dallmar,9.6,0,2.3,4
Jack Dwan,4.6,0,2.2,4
Lonnie Eggleston,2.0,0,0.5,4
Eddie Ehlers,8.1,0,1.8,4
Jack Eskridge,2.8,0,0.6,4
Phil Farbman,3.2,0,0.8,4
Bob Fitzgerald,3.1,0,0.6,4
Donnie Forman,4.1,0,1.7,4
Earl Gardner,1.8,0,0.4,4
Jack Garfinkel,5.2,0,1.5,4
George Glamack,9.3,0,1.7,4
Coulby Gunther,10.6,0,0.8,1
Ralph Hamilton,6.0,0,1.7,4
John W. Hazen,3.0,0,0.5,4
Doug Holcomb,5.0,0,1.7,4
Bob Hubbard,3.6,0,0.5,4
Johnny Jorgensen,2.3,0,0.6,4
Edwin Kachan,2.2,0,0.7,4
Tom Kelly,7.1,0,1.4,4
Andy Kostecka,6.4,0,0.7,4
Dan Kraus,1.6,0,0.5,4
Herb Krautblatt,1.3,0,0.4,4
Ray Kuka,4.9,0,0.7,4
Grady Lewis,5.4,0,0.9,4
Al Lucas,1.0,0,1.0,4
Jack Maddox,0.0,0,1.0,4
Lionel Malamed,5.9,0,1.4,4
Don Martin,3.0,0,0.3,4
Mel McGaha,3.5,0,1.0,4
Carl Meinhold,5.3,0,0.6,4
Bill Miller,1.9,0,0.7,4
Elmo Morgenthaler,1.8,0,0.3,4
Angelo Musi,8.4,0,0.7,4
Fred Nagy,5.1,0,1.4,4
Paul Napolitano,0.0,0,0.0,4
Stan Noszka,6.0,0,0.6,4
Bob O'Brien,1.8,0,0.2,4
Francis O'Grady,3.7,0,0.7,4
Fred Paine,2.3,0,0.3,4
John Palmer,11.7,0,1.3,1
Marty Passaglia,2.4,0,0.4,4
Jake Pelkington,11.1,0,2.4,1
Roy Pugh,1.4,0,0.4,4
Howie Rader,1.3,0,1.1,4
Ray Ramsey,1.0,0,0.0,4
Mel Riebe,10.8,0,1.5,1
Lee Robbins,4.8,0,0.4,4
Irv Rothenberg,5.4,0,0.7,4
Giff Roux,4.1,0,0.3,4
Ben Scharnus,2.0,0,0.4,4
Otto Schnellbacher,6.4,0,1.5,4
Earl Shannon,8.6,0,1.3,4
Dick Shrider,0.3,0,0.5,4
Donald Smith,0.8,0,0.3,4
Jim Springer,0.5,0,0.0,4
Jim Spruill,2.0,0,0.0,4
Stan Stutz,7.1,0,1.1,4
Sid Tannenbaum,9.0,0,2.3,4
Howard Tidrick,9.0,0,1.7,4
Jack Tingle,2.3,0,0.2,4
Andy Tonkovich,2.6,0,0.6,4
Irv Torgoff,6.8,0,0.7,4
Dick Wehr,1.3,0,0.3,4
Ward Williams,4.1,0,1.5,4
Matt Zunic,4.9,0,0.9,4
John Abramovic,9.5,0,0.7,4
Chuck Connors,4.5,0,0.8,4
Bill Downey,0.0,0,0.0,4
Dick Fitzgerald,4.5,0,0.7,4
Herm Fuetsch,2.6,0,0.4,4
Wilfred Goodwin,4.4,0,0.3,4
Leo Gottlieb,5.5,0,0.4,4
Wyndol Gray,5.4,0,0.7,4
Cecil Hankins,4.9,0,0.3,4
Jack Hewson,2.7,0,0.0,4
Matthew Hickey,2.0,0,0.0,4
Art Hillhouse,5.9,0,0.6,4
Adolph Hoefer,5.6,0,0.6,4
Dick Holub,10.5,0,0.8,1
Paul Huston,3.6,0,0.6,4
John Janisch,10.5,0,0.7,1
Ralph Kaplowitz,5.6,0,0.5,4
Gerard Kelly,5.7,0,0.5,4
Herm Klotz,1.4,0,0.6,4
Saul Mariaschin,7.7,0,1.4,4
Donald Martin,9.1,0,0.8,4
Chet McNabb,0.0,0,0.0,4
George Mearns,5.5,0,0.6,4
Wat Misaka,2.3,0,0.0,4
George Munroe,6.1,0,0.3,4
Gene Rock,0.9,0,0.0,4
Jack Rocker,1.9,0,0.3,4
Mickey Rottner,5.4,0,1.4,4
Ben Schadler,1.5,0,0.2,4
Mel Thurston,5.6,0,0.3,4
Ray Wertis,3.6,0,0.7,4
Juwan Morgan,0.0,1.0,0.0,4
